user_id,friend_user_id
8649,14417
8649,910
8649,1055
8649,269
8649,14074
8649,5313
8649,1179
8649,427
8649,954
8649,1276
8649,857
8649,990
8649,2082
8649,18202
8649,2322
8649,6273
8649,1882
8649,6121
8649,9337
8649,4037
8649,1729
8649,7950
8649,10488
8649,17880
8649,2069
8649,9982
8649,14451
8649,2687
8649,2591
8649,16883
8649,14209
274,501
274,148
274,7
274,1566
274,1581
274,726
274,420
274,769
274,751
274,522
274,1484
274,3524
274,2188
274,2266
274,4704
274,2635
274,2390
274,2594
274,2603
274,837
274,2786
274,7536
274,12243
274,6607
274,5582
274,3577
274,5684
274,7413
274,10767
274,657
274,15150
274,2073
274,5556
274,5049
274,104
274,2158
274,7592
274,5540
274,111
274,67
274,12604
274,938
274,3388
274,2781
274,2309
274,8789
274,2391
274,2093
274,10126
274,4697
274,7688
375,6998
375,4821
375,1407
375,34
375,7865
375,7042
375,297
375,2329
375,45
375,295
375,4358
375,1940
375,420
375,2709
375,522
375,546
375,386
375,10166
375,1067
375,96
375,41
375,963
375,12488
375,1060
375,98
375,644
375,13542
375,1842
375,933
375,1814
375,32
375,53
375,6401
375,80
375,1328
375,6275
375,1904
375,5033
375,1226
375,502
375,147
375,1712
375,853
375,2274
375,1073
375,111
375,66
375,13601
375,2943
375,67
375,2082
375,8153
375,105
375,1037
375,4278
375,215
375,269
375,1048
375,8276
375,1398
375,286
375,772
375,1179
375,1051
375,1778
375,10764
375,12040
375,1882
375,3760
375,3452
375,72
375,6121
375,849
375,2352
375,11155
375,8170
375,951
375,4084
375,3868
375,8018
375,3577
375,10488
375,7
375,6437
375,279
375,18400
375,4572
375,15144
375,1417
375,320
375,253
375,402
375,426
375,910
375,6716
375,3145
375,7521
375,9769
375,14209
375,11307
375,2224
1398,2254
1398,32
1398,1078
1398,953
1398,910
1398,1645
1398,1099
1398,420
1398,3145
1398,932
1398,66
1398,2061
1398,546
1398,5512
1398,14417
1398,344
1398,375
1398,124
1398,2260
1398,92
1398,2920
1398,963
1398,1306
1398,111
1398,4401
1398,397
1398,2635
1398,17591
1398,1941
1398,820
1398,8276
1398,1179
1398,1337
1398,105
1398,1814
1398,5332
1398,1566
1398,4055
1398,1063
1398,1146
1398,5451
1398,5033
1398,2110
1398,10166
1398,11635
1398,1904
1398,7521
1398,2073
1398,3760
1398,2270
1398,2893
1398,1578
1398,4844
1398,6121
1398,15940
1398,2037
1398,2786
1398,1689
1398,938
1398,2892
1398,10294
1398,5483
1398,8018
1398,2324
1398,4713
1398,4094
1398,202
1398,11639
1398,5582
1398,9081
1398,17644
1398,6601
1398,14342
1398,1842
1398,1526
1398,502
1398,1794
1398,1940
1398,2478
1398,100
1398,6047
1398,41
1398,644
1398,253
1398,120
1398,3280
1398,2068
1398,7
1398,2989
1398,1315
1398,45
4401,1940
4401,66
4401,1048
4401,1941
4401,2061
4401,502
4401,4094
4401,8276
4401,5483
4401,2635
4401,1566
4401,3243
4401,5015
4401,1321
4401,105
4401,2892
4401,41
4401,644
4401,16626
4401,953
4401,5634
4401,8153
4401,6047
4401,546
4401,6601
4401,2068
4401,7299
4401,709
4401,4294
4401,5540
4401,9579
4401,11639
4401,3078
4401,11317
4401,3933
4401,5387
4401,1037
4401,11268
4401,6604
4401,15307
4401,12604
4401,17261
4401,15309
4401,5439
4401,4790
4401,6607
4401,17487
4401,679
4401,8678
4401,1063
4401,15980
4401,4037
4401,7940
4401,8641
4401,17591
4401,1226
4401,657
4401,11836
4401,1398
4401,12023
4401,10126
4401,14451
2723,2804
2723,2336
2723,4061
2723,7
2723,3099
2723,3020
2723,15150
2723,1566
2723,4037
958,900
958,1814
958,8773
958,1580
958,1337
2082,5313
2082,1179
2082,780
2082,375
2082,8649
2082,427
2082,1276
2082,12027
2082,269
2082,1284
2082,1578
2082,6121
2082,6273
2082,10381
2082,642
2082,12604
2082,3871
2082,13872
2082,10488
2082,15980
2082,7231
2082,16991
2082,18400
2082,16416
2082,11666
2082,990
2082,1037
2082,16339
2082,17672
2082,14209
2082,51
2082,15000
2082,2224
1,104
1,5
1,112
1,4
1,19
1,23
1,7441
1,111
1,202
1,0
1,7
1,15
1,18
1,175
1,34
1,197
1,47
1,10
1,148
1,39
1,33
1,130
1,64
1,38
1,46
1,20
1,160
1,14
1,151
1,8
1,13
1,2
1,935
1,1814
1,1851
1,2144
1,12
1,41
1,3
1,17
1,575
1,1581
3128,1220
3128,1327
3128,320
3128,3026
3128,7534
3128,15310
3128,16270
3128,1037
3128,4699
3128,2503
3128,2865
3128,18400
1940,17591
1940,1941
1940,546
1940,917
1940,502
1940,953
1940,2068
1940,815
1940,2061
1940,7
1940,375
1940,1063
